RolePrivileges
type,data-set,entityid,permission,role
RolePrivilege,0,default_data:498,disbpayeeedit,finance_manager
RolePrivilege,0,default_data:499,disbpayeeedit,general_admin
RolePrivilege,0,default_data:500,disbpayeeedit,superuser
RolePrivilege,0,default_data:501,disbsearch,billing_clerical
RolePrivilege,0,default_data:502,disbsearch,billing_manager
RolePrivilege,0,default_data:503,disbsearch,commissions_admin
RolePrivilege,0,default_data:504,disbsearch,finance_clerical
RolePrivilege,0,default_data:505,disbsearch,finance_manager
RolePrivilege,0,default_data:506,disbsearch,general_admin
RolePrivilege,0,default_data:507,disbsearch,superuser
RolePrivilege,0,default_data:508,disbsearch,underwriter
RolePrivilege,0,default_data:509,doccreate,billing_clerical
RolePrivilege,0,default_data:510,doccreate,billing_manager
RolePrivilege,0,default_data:511,doccreate,commissions_admin
RolePrivilege,0,default_data:512,doccreate,finance_clerical
RolePrivilege,0,default_data:513,doccreate,finance_manager
RolePrivilege,0,default_data:514,doccreate,general_admin
RolePrivilege,0,default_data:515,doccreate,plan_admin
RolePrivilege,0,default_data:516,doccreate,rule_admin
RolePrivilege,0,default_data:517,doccreate,superuser
RolePrivilege,0,default_data:518,doccreate,underwriter
RolePrivilege,0,default_data:519,doccreate,user_admin
RolePrivilege,0,default_data:520,docdelete,billing_manager
RolePrivilege,0,default_data:521,docdelete,finance_manager
RolePrivilege,0,default_data:522,docdelete,general_admin
RolePrivilege,0,default_data:523,docdelete,superuser
RolePrivilege,0,default_data:524,docedit,billing_clerical
RolePrivilege,0,default_data:525,docedit,billing_manager
RolePrivilege,0,default_data:526,docedit,commissions_admin
RolePrivilege,0,default_data:527,docedit,finance_clerical
RolePrivilege,0,default_data:528,docedit,finance_manager
RolePrivilege,0,default_data:529,docedit,general_admin
RolePrivilege,0,default_data:530,docedit,plan_admin
RolePrivilege,0,default_data:531,docedit,rule_admin
RolePrivilege,0,default_data:532,docedit,superuser
RolePrivilege,0,default_data:533,docedit,underwriter
RolePrivilege,0,default_data:534,docedit,user_admin
RolePrivilege,0,default_data:535,docview,billing_clerical
RolePrivilege,0,default_data:536,docview,billing_manager
RolePrivilege,0,default_data:537,docview,commissions_admin
RolePrivilege,0,default_data:538,docview,finance_clerical
RolePrivilege,0,default_data:539,docview,finance_manager
RolePrivilege,0,default_data:540,docview,general_admin
RolePrivilege,0,default_data:541,docview,plan_admin
RolePrivilege,0,default_data:542,docview,rule_admin
RolePrivilege,0,default_data:543,docview,superuser
RolePrivilege,0,default_data:544,docview,underwriter
RolePrivilege,0,default_data:545,docview,user_admin
RolePrivilege,0,default_data:546,eventmessageview,general_admin
RolePrivilege,0,default_data:547,eventmessageview,superuser
RolePrivilege,0,default_data:548,gentxn,billing_clerical
RolePrivilege,0,default_data:549,gentxn,finance_manager
RolePrivilege,0,default_data:550,gentxn,underwriter
RolePrivilege,0,default_data:551,gentxn,billing_manager
RolePrivilege,0,default_data:552,gentxn,general_admin
RolePrivilege,0,default_data:553,gentxn,superuser
RolePrivilege,0,default_data:554,groupcreate,general_admin
RolePrivilege,0,default_data:555,groupcreate,superuser
RolePrivilege,0,default_data:556,groupdelete,general_admin
RolePrivilege,0,default_data:557,groupdelete,superuser
RolePrivilege,0,default_data:558,groupedit,general_admin
RolePrivilege,0,default_data:559,groupedit,superuser
RolePrivilege,0,default_data:560,grpacctsearch,billing_manager
RolePrivilege,0,default_data:561,grpacctsearch,commissions_admin
RolePrivilege,0,default_data:562,grpacctsearch,general_admin
RolePrivilege,0,default_data:563,grpacctsearch,superuser
RolePrivilege,0,default_data:564,grpacctsearch,underwriter
RolePrivilege,0,default_data:565,intdoccreate,billing_clerical
RolePrivilege,0,default_data:566,intdoccreate,billing_manager
RolePrivilege,0,default_data:567,intdoccreate,finance_clerical
RolePrivilege,0,default_data:568,intdoccreate,finance_manager
RolePrivilege,0,default_data:569,intdoccreate,general_admin
RolePrivilege,0,default_data:570,intdoccreate,superuser
RolePrivilege,0,default_data:571,intdocdelete,billing_manager
RolePrivilege,0,default_data:572,intdocdelete,finance_manager
RolePrivilege,0,default_data:573,intdocdelete,general_admin
RolePrivilege,0,default_data:574,intdocdelete,superuser
RolePrivilege,0,default_data:575,intdocedit,billing_manager
RolePrivilege,0,default_data:576,intdocedit,finance_manager
RolePrivilege,0,default_data:577,intdocedit,general_admin
RolePrivilege,0,default_data:578,intdocedit,superuser
RolePrivilege,0,default_data:579,intdocview,billing_clerical
RolePrivilege,0,default_data:580,intdocview,billing_manager
RolePrivilege,0,default_data:581,intdocview,finance_clerical
RolePrivilege,0,default_data:582,intdocview,finance_manager
RolePrivilege,0,default_data:583,intdocview,general_admin
RolePrivilege,0,default_data:584,intdocview,superuser
RolePrivilege,0,default_data:585,internaltools,general_admin
RolePrivilege,0,default_data:586,internaltools,superuser
RolePrivilege,0,default_data:587,intnotecreate,billing_clerical
RolePrivilege,0,default_data:588,intnotecreate,billing_manager
RolePrivilege,0,default_data:589,intnotecreate,finance_clerical
RolePrivilege,0,default_data:590,intnotecreate,finance_manager
RolePrivilege,0,default_data:591,intnotecreate,general_admin
RolePrivilege,0,default_data:592,intnotecreate,superuser
RolePrivilege,0,default_data:593,intnoteedit,billing_manager
RolePrivilege,0,default_data:594,intnoteedit,finance_manager
RolePrivilege,0,default_data:595,intnoteedit,general_admin
RolePrivilege,0,default_data:596,intnoteedit,superuser
RolePrivilege,0,default_data:597,intnoteview,billing_clerical
RolePrivilege,0,default_data:598,intnoteview,billing_manager
RolePrivilege,0,default_data:599,intnoteview,finance_clerical
RolePrivilege,0,default_data:600,intnoteview,finance_manager
RolePrivilege,0,default_data:601,intnoteview,general_admin
RolePrivilege,0,default_data:602,intnoteview,superuser
RolePrivilege,0,default_data:603,invccreate,billing_manager
RolePrivilege,0,default_data:604,invccreate,general_admin
RolePrivilege,0,default_data:605,invccreate,superuser
RolePrivilege,0,default_data:606,invcdateedit,billing_manager
RolePrivilege,0,default_data:607,invcdateedit,general_admin
RolePrivilege,0,default_data:608,invcdateedit,superuser
RolePrivilege,0,default_data:609,invcremove,billing_manager
RolePrivilege,0,default_data:610,invcremove,general_admin
RolePrivilege,0,default_data:611,invcremove,superuser
RolePrivilege,0,default_data:612,invcresend,billing_clerical
RolePrivilege,0,default_data:613,invcresend,billing_manager
RolePrivilege,0,default_data:614,invcresend,general_admin
RolePrivilege,0,default_data:615,invcresend,superuser
RolePrivilege,0,default_data:616,invcsearch,billing_clerical
RolePrivilege,0,default_data:617,invcsearch,billing_manager
RolePrivilege,0,default_data:618,invcsearch,commissions_admin
RolePrivilege,0,default_data:619,invcsearch,finance_clerical
RolePrivilege,0,default_data:620,invcsearch,finance_manager
RolePrivilege,0,default_data:621,invcsearch,general_admin
RolePrivilege,0,default_data:622,invcsearch,superuser
RolePrivilege,0,default_data:623,invcsearch,underwriter
RolePrivilege,0,default_data:624,myagencyitemsview,billing_clerical
RolePrivilege,0,default_data:625,myagencyitemsview,billing_manager
RolePrivilege,0,default_data:626,myagencyitemsview,commissions_admin
RolePrivilege,0,default_data:627,myagencyitemsview,general_admin
RolePrivilege,0,default_data:628,myagencyitemsview,superuser
RolePrivilege,0,default_data:629,myagencyitemsview,underwriter
RolePrivilege,0,default_data:630,mydelinquenciesview,billing_clerical
RolePrivilege,0,default_data:631,mydelinquenciesview,billing_manager
RolePrivilege,0,default_data:632,mydelinquenciesview,finance_clerical
RolePrivilege,0,default_data:633,mydelinquenciesview,finance_manager
RolePrivilege,0,default_data:634,mydelinquenciesview,general_admin
RolePrivilege,0,default_data:635,mydelinquenciesview,superuser
RolePrivilege,0,default_data:636,mydelinquenciesview,underwriter
RolePrivilege,0,default_data:637,mydisbview,billing_clerical
RolePrivilege,0,default_data:638,mydisbview,billing_manager
RolePrivilege,0,default_data:639,mydisbview,commissions_admin
RolePrivilege,0,default_data:640,mydisbview,finance_clerical
RolePrivilege,0,default_data:641,mydisbview,finance_manager
RolePrivilege,0,default_data:642,mydisbview,general_admin
RolePrivilege,0,default_data:643,mydisbview,superuser
RolePrivilege,0,default_data:644,mydisbview,underwriter
RolePrivilege,0,default_data:645,myttktview,billing_clerical
RolePrivilege,0,default_data:646,myttktview,billing_manager
RolePrivilege,0,default_data:647,myttktview,commissions_admin
RolePrivilege,0,default_data:648,myttktview,finance_clerical
RolePrivilege,0,default_data:649,myttktview,finance_manager
RolePrivilege,0,default_data:650,myttktview,general_admin
RolePrivilege,0,default_data:651,myttktview,plan_admin
RolePrivilege,0,default_data:652,myttktview,rule_admin
RolePrivilege,0,default_data:653,myttktview,superuser
RolePrivilege,0,default_data:654,myttktview,underwriter
RolePrivilege,0,default_data:655,myttktview,user_admin
RolePrivilege,0,default_data:656,notecreate,billing_clerical
RolePrivilege,0,default_data:657,notecreate,billing_manager
RolePrivilege,0,default_data:658,notecreate,commissions_admin
RolePrivilege,0,default_data:659,notecreate,finance_clerical
RolePrivilege,0,default_data:660,notecreate,finance_manager
RolePrivilege,0,default_data:661,notecreate,general_admin
RolePrivilege,0,default_data:662,notecreate,plan_admin
RolePrivilege,0,default_data:663,notecreate,rule_admin
RolePrivilege,0,default_data:664,notecreate,superuser
RolePrivilege,0,default_data:665,notecreate,underwriter
RolePrivilege,0,default_data:666,notecreate,user_admin
RolePrivilege,0,default_data:667,notedelete,billing_manager
RolePrivilege,0,default_data:668,notedelete,finance_manager
RolePrivilege,0,default_data:669,notedelete,general_admin
RolePrivilege,0,default_data:670,notedelete,superuser
RolePrivilege,0,default_data:671,noteedit,billing_clerical
RolePrivilege,0,default_data:672,noteedit,billing_manager
RolePrivilege,0,default_data:673,noteedit,commissions_admin
RolePrivilege,0,default_data:674,noteedit,finance_clerical
RolePrivilege,0,default_data:675,noteedit,finance_manager
RolePrivilege,0,default_data:676,noteedit,general_admin
RolePrivilege,0,default_data:677,noteedit,plan_admin
RolePrivilege,0,default_data:678,noteedit,rule_admin
RolePrivilege,0,default_data:679,noteedit,superuser
RolePrivilege,0,default_data:680,noteedit,underwriter
RolePrivilege,0,default_data:681,noteedit,user_admin
RolePrivilege,0,default_data:682,noteview,billing_clerical
RolePrivilege,0,default_data:683,noteview,billing_manager
RolePrivilege,0,default_data:684,noteview,commissions_admin
RolePrivilege,0,default_data:685,noteview,finance_clerical
RolePrivilege,0,default_data:686,noteview,finance_manager
RolePrivilege,0,default_data:687,noteview,general_admin
RolePrivilege,0,default_data:688,noteview,plan_admin
RolePrivilege,0,default_data:689,noteview,rule_admin
RolePrivilege,0,default_data:690,noteview,superuser
RolePrivilege,0,default_data:691,noteview,underwriter
RolePrivilege,0,default_data:692,noteview,user_admin
RolePrivilege,0,default_data:693,outpmntsearch,billing_clerical
RolePrivilege,0,default_data:694,outpmntsearch,billing_manager
RolePrivilege,0,default_data:695,outpmntsearch,commissions_admin
RolePrivilege,0,default_data:696,outpmntsearch,finance_clerical
RolePrivilege,0,default_data:697,outpmntsearch,finance_manager
RolePrivilege,0,default_data:698,outpmntsearch,general_admin
RolePrivilege,0,default_data:699,outpmntsearch,superuser
RolePrivilege,0,default_data:700,outpmntsearch,underwriter
RolePrivilege,0,default_data:701,plcychange,general_admin
RolePrivilege,0,default_data:702,plcychange,superuser
RolePrivilege,0,default_data:703,plcychargesview,billing_clerical
RolePrivilege,0,default_data:704,plcychargesview,billing_manager
RolePrivilege,0,default_data:705,plcychargesview,commissions_admin
RolePrivilege,0,default_data:706,plcychargesview,finance_clerical
RolePrivilege,0,default_data:707,plcychargesview,finance_manager
RolePrivilege,0,default_data:708,plcychargesview,general_admin
RolePrivilege,0,default_data:709,plcychargesview,plan_admin
RolePrivilege,0,default_data:710,plcychargesview,rule_admin
RolePrivilege,0,default_data:711,plcychargesview,superuser
RolePrivilege,0,default_data:712,plcychargesview,underwriter
RolePrivilege,0,default_data:713,plcychargesview,user_admin
RolePrivilege,0,default_data:714,plcycntcreate,billing_clerical
RolePrivilege,0,default_data:715,plcycntcreate,billing_manager
RolePrivilege,0,default_data:716,plcycntcreate,finance_manager
RolePrivilege,0,default_data:717,plcycntcreate,general_admin
RolePrivilege,0,default_data:718,plcycntcreate,superuser
RolePrivilege,0,default_data:719,plcycntcreate,underwriter
RolePrivilege,0,default_data:720,plcycntdelete,billing_manager
RolePrivilege,0,default_data:721,plcycntdelete,general_admin
RolePrivilege,0,default_data:722,plcycntdelete,superuser
RolePrivilege,0,default_data:723,plcycntedit,billing_clerical
RolePrivilege,0,default_data:724,plcycntedit,billing_manager
RolePrivilege,0,default_data:725,plcycntedit,finance_manager
RolePrivilege,0,default_data:726,plcycntedit,general_admin
RolePrivilege,0,default_data:727,plcycntedit,superuser
RolePrivilege,0,default_data:728,plcycommview,billing_clerical
RolePrivilege,0,default_data:729,plcycommview,billing_manager
RolePrivilege,0,default_data:730,plcycommview,commissions_admin
RolePrivilege,0,default_data:731,plcycommview,finance_clerical
RolePrivilege,0,default_data:732,plcycommview,finance_manager
RolePrivilege,0,default_data:733,plcycommview,general_admin
RolePrivilege,0,default_data:734,plcycommview,plan_admin
RolePrivilege,0,default_data:735,plcycommview,rule_admin
RolePrivilege,0,default_data:736,plcycommview,superuser
RolePrivilege,0,default_data:737,plcycommview,underwriter
RolePrivilege,0,default_data:738,plcycommview,user_admin
RolePrivilege,0,default_data:739,plcycontview,billing_clerical
RolePrivilege,0,default_data:740,plcycontview,billing_manager
RolePrivilege,0,default_data:741,plcycontview,commissions_admin
RolePrivilege,0,default_data:742,plcycontview,finance_clerical
RolePrivilege,0,default_data:743,plcycontview,finance_manager
RolePrivilege,0,default_data:744,plcycontview,general_admin
RolePrivilege,0,default_data:745,plcycontview,plan_admin
RolePrivilege,0,default_data:746,plcycontview,rule_admin
RolePrivilege,0,default_data:747,plcycontview,superuser
RolePrivilege,0,default_data:748,plcycontview,underwriter
RolePrivilege,0,default_data:749,plcycontview,user_admin
RolePrivilege,0,default_data:750,plcycreate,general_admin
RolePrivilege,0,default_data:751,plcycreate,superuser
RolePrivilege,0,default_data:752,plcydelview,billing_clerical
RolePrivilege,0,default_data:753,plcydelview,billing_manager
RolePrivilege,0,default_data:754,plcydelview,commissions_admin
RolePrivilege,0,default_data:755,plcydelview,finance_clerical
RolePrivilege,0,default_data:756,plcydelview,finance_manager
RolePrivilege,0,default_data:757,plcydelview,general_admin
RolePrivilege,0,default_data:758,plcydelview,plan_admin
RolePrivilege,0,default_data:759,plcydelview,rule_admin
RolePrivilege,0,default_data:760,plcydelview,superuser
RolePrivilege,0,default_data:761,plcydelview,underwriter
RolePrivilege,0,default_data:762,plcydelview,user_admin
RolePrivilege,0,default_data:763,plcydocview,billing_clerical
RolePrivilege,0,default_data:764,plcydocview,billing_manager
RolePrivilege,0,default_data:765,plcydocview,commissions_admin
RolePrivilege,0,default_data:766,plcydocview,finance_clerical
RolePrivilege,0,default_data:767,plcydocview,finance_manager
RolePrivilege,0,default_data:768,plcydocview,general_admin
RolePrivilege,0,default_data:769,plcydocview,plan_admin
RolePrivilege,0,default_data:770,plcydocview,rule_admin
RolePrivilege,0,default_data:771,plcydocview,superuser
RolePrivilege,0,default_data:772,plcydocview,underwriter
RolePrivilege,0,default_data:773,plcydocview,user_admin
RolePrivilege,0,default_data:774,plcyhistview,billing_clerical
RolePrivilege,0,default_data:775,plcyhistview,billing_manager
RolePrivilege,0,default_data:776,plcyhistview,commissions_admin
RolePrivilege,0,default_data:777,plcyhistview,finance_clerical
RolePrivilege,0,default_data:778,plcyhistview,finance_manager
RolePrivilege,0,default_data:779,plcyhistview,general_admin
RolePrivilege,0,default_data:780,plcyhistview,plan_admin
RolePrivilege,0,default_data:781,plcyhistview,rule_admin
RolePrivilege,0,default_data:782,plcyhistview,superuser
RolePrivilege,0,default_data:783,plcyhistview,underwriter
RolePrivilege,0,default_data:784,plcyhistview,user_admin
RolePrivilege,0,default_data:785,plcyignoresecurityzone,superuser
RolePrivilege,0,default_data:786,plcyjournalview,commissions_admin
RolePrivilege,0,default_data:787,plcyjournalview,general_admin
RolePrivilege,0,default_data:788,plcyjournalview,plan_admin
RolePrivilege,0,default_data:789,plcyjournalview,rule_admin
RolePrivilege,0,default_data:790,plcyjournalview,superuser
RolePrivilege,0,default_data:791,plcyjournalview,user_admin
RolePrivilege,0,default_data:792,plcyledgerview,commissions_admin
RolePrivilege,0,default_data:793,plcyledgerview,general_admin
RolePrivilege,0,default_data:794,plcyledgerview,plan_admin
RolePrivilege,0,default_data:795,plcyledgerview,rule_admin
RolePrivilege,0,default_data:796,plcyledgerview,superuser
RolePrivilege,0,default_data:797,plcyledgerview,user_admin
RolePrivilege,0,default_data:798,plcynoteview,billing_clerical
RolePrivilege,0,default_data:799,plcynoteview,billing_manager
RolePrivilege,0,default_data:800,plcynoteview,commissions_admin
RolePrivilege,0,default_data:801,plcynoteview,finance_clerical
RolePrivilege,0,default_data:802,plcynoteview,finance_manager
RolePrivilege,0,default_data:803,plcynoteview,general_admin
RolePrivilege,0,default_data:804,plcynoteview,plan_admin
RolePrivilege,0,default_data:805,plcynoteview,rule_admin
RolePrivilege,0,default_data:806,plcynoteview,superuser
RolePrivilege,0,default_data:807,plcynoteview,underwriter
RolePrivilege,0,default_data:808,plcynoteview,user_admin
RolePrivilege,0,default_data:809,plcypmntview,billing_clerical
RolePrivilege,0,default_data:810,plcypmntview,billing_manager
RolePrivilege,0,default_data:811,plcypmntview,commissions_admin
RolePrivilege,0,default_data:812,plcypmntview,finance_clerical
RolePrivilege,0,default_data:813,plcypmntview,finance_manager
RolePrivilege,0,default_data:814,plcypmntview,general_admin
RolePrivilege,0,default_data:815,plcypmntview,plan_admin
RolePrivilege,0,default_data:816,plcypmntview,rule_admin
RolePrivilege,0,default_data:817,plcypmntview,superuser
RolePrivilege,0,default_data:818,plcypmntview,underwriter
RolePrivilege,0,default_data:819,plcypmntview,user_admin
RolePrivilege,0,default_data:820,plcyprodtx,billing_manager
RolePrivilege,0,default_data:821,plcyprodtx,general_admin
RolePrivilege,0,default_data:822,plcyprodtx,superuser
RolePrivilege,0,default_data:823,plcyprodtx,underwriter
RolePrivilege,0,default_data:824,plcyrenew,general_admin
RolePrivilege,0,default_data:825,plcyrenew,superuser
RolePrivilege,0,default_data:826,plcysearch,billing_clerical
RolePrivilege,0,default_data:827,plcysearch,billing_manager
RolePrivilege,0,default_data:828,plcysearch,commissions_admin
RolePrivilege,0,default_data:829,plcysearch,finance_clerical
RolePrivilege,0,default_data:830,plcysearch,finance_manager
RolePrivilege,0,default_data:831,plcysearch,general_admin
RolePrivilege,0,default_data:832,plcysearch,superuser
RolePrivilege,0,default_data:833,plcysearch,underwriter
RolePrivilege,0,default_data:834,plcysummview,billing_clerical
RolePrivilege,0,default_data:835,plcysummview,billing_manager
RolePrivilege,0,default_data:836,plcysummview,commissions_admin
RolePrivilege,0,default_data:837,plcysummview,finance_clerical
RolePrivilege,0,default_data:838,plcysummview,finance_manager
RolePrivilege,0,default_data:839,plcysummview,general_admin
RolePrivilege,0,default_data:840,plcysummview,plan_admin
RolePrivilege,0,default_data:841,plcysummview,rule_admin
RolePrivilege,0,default_data:842,plcysummview,superuser
RolePrivilege,0,default_data:843,plcysummview,underwriter
RolePrivilege,0,default_data:844,plcysummview,user_admin
RolePrivilege,0,default_data:845,plcytabview,billing_clerical
RolePrivilege,0,default_data:846,plcytabview,billing_manager
RolePrivilege,0,default_data:847,plcytabview,commissions_admin
RolePrivilege,0,default_data:848,plcytabview,finance_clerical
RolePrivilege,0,default_data:849,plcytabview,finance_manager
RolePrivilege,0,default_data:850,plcytabview,general_admin
RolePrivilege,0,default_data:851,plcytabview,superuser
RolePrivilege,0,default_data:852,plcytabview,underwriter
RolePrivilege,0,default_data:853,plcyttktview,billing_clerical
RolePrivilege,0,default_data:854,plcyttktview,billing_manager
RolePrivilege,0,default_data:855,plcyttktview,commissions_admin
RolePrivilege,0,default_data:856,plcyttktview,finance_clerical
RolePrivilege,0,default_data:857,plcyttktview,finance_manager
RolePrivilege,0,default_data:858,plcyttktview,general_admin
RolePrivilege,0,default_data:859,plcyttktview,plan_admin
RolePrivilege,0,default_data:860,plcyttktview,rule_admin
RolePrivilege,0,default_data:861,plcyttktview,superuser
RolePrivilege,0,default_data:862,plcyttktview,underwriter
RolePrivilege,0,default_data:863,plcyttktview,user_admin
RolePrivilege,0,default_data:864,plcytxnview,billing_clerical
RolePrivilege,0,default_data:865,plcytxnview,billing_manager
RolePrivilege,0,default_data:866,plcytxnview,commissions_admin
RolePrivilege,0,default_data:867,plcytxnview,finance_clerical
RolePrivilege,0,default_data:868,plcytxnview,finance_manager
RolePrivilege,0,default_data:869,plcytxnview,general_admin
RolePrivilege,0,default_data:870,plcytxnview,plan_admin
RolePrivilege,0,default_data:871,plcytxnview,rule_admin
RolePrivilege,0,default_data:872,plcytxnview,superuser
RolePrivilege,0,default_data:873,plcytxnview,underwriter
RolePrivilege,0,default_data:874,plcytxnview,user_admin
RolePrivilege,0,default_data:875,plcywo,billing_manager
RolePrivilege,0,default_data:876,plcywo,general_admin
RolePrivilege,0,default_data:877,plcywo,superuser
RolePrivilege,0,default_data:878,pmntdistedit,billing_clerical
RolePrivilege,0,default_data:879,pmntdistedit,billing_manager
RolePrivilege,0,default_data:880,pmntdistedit,general_admin
RolePrivilege,0,default_data:881,pmntdistedit,superuser
RolePrivilege,0,default_data:882,pmntmanmultproc,billing_clerical
RolePrivilege,0,default_data:883,pmntmanmultproc,billing_manager
RolePrivilege,0,default_data:884,pmntmanmultproc,general_admin
RolePrivilege,0,default_data:885,pmntmanmultproc,superuser
RolePrivilege,0,default_data:886,pmntmanproc,billing_clerical
RolePrivilege,0,default_data:887,pmntmanproc,billing_manager
RolePrivilege,0,default_data:888,pmntmanproc,general_admin
RolePrivilege,0,default_data:889,pmntmanproc,superuser
RolePrivilege,0,default_data:890,pmntmanproc,underwriter
RolePrivilege,0,default_data:891,pmntmethodedit,billing_clerical
RolePrivilege,0,default_data:892,pmntmethodedit,billing_manager
RolePrivilege,0,default_data:893,pmntmethodedit,general_admin
RolePrivilege,0,default_data:894,pmntmethodedit,superuser
RolePrivilege,0,default_data:895,pmntmethodedit,underwriter
RolePrivilege,0,default_data:896,pmntmultiagency,agbl_cashier
RolePrivilege,0,default_data:897,pmntmultiagency,superuser
RolePrivilege,0,default_data:898,pmntplancreate,general_admin
RolePrivilege,0,default_data:899,pmntplancreate,plan_admin
RolePrivilege,0,default_data:900,pmntplancreate,superuser
RolePrivilege,0,default_data:901,pmntplanedit,general_admin
RolePrivilege,0,default_data:902,pmntplanedit,plan_admin
RolePrivilege,0,default_data:903,pmntplanedit,superuser
RolePrivilege,0,default_data:904,pmntplanview,billing_clerical
RolePrivilege,0,default_data:905,pmntplanview,billing_manager
RolePrivilege,0,default_data:906,pmntplanview,commissions_admin
RolePrivilege,0,default_data:907,pmntplanview,finance_manager
RolePrivilege,0,default_data:908,pmntplanview,general_admin
RolePrivilege,0,default_data:909,pmntplanview,plan_admin
RolePrivilege,0,default_data:910,pmntplanview,superuser
RolePrivilege,0,default_data:911,pmntplanview,underwriter
RolePrivilege,0,default_data:912,pmntreqsearch,billing_clerical
RolePrivilege,0,default_data:913,pmntreqsearch,billing_manager
RolePrivilege,0,default_data:914,pmntreqsearch,commissions_admin
RolePrivilege,0,default_data:915,pmntreqsearch,finance_clerical
RolePrivilege,0,default_data:916,pmntreqsearch,finance_manager
RolePrivilege,0,default_data:917,pmntreqsearch,general_admin
RolePrivilege,0,default_data:918,pmntreqsearch,superuser
RolePrivilege,0,default_data:919,pmntreqsearch,underwriter
RolePrivilege,0,default_data:920,pmntreverse,billing_clerical
RolePrivilege,0,default_data:921,pmntreverse,billing_manager
RolePrivilege,0,default_data:922,pmntreverse,general_admin
RolePrivilege,0,default_data:923,pmntreverse,superuser
RolePrivilege,0,default_data:924,pmntscheedit,billing_clerical
RolePrivilege,0,default_data:925,pmntscheedit,billing_manager
RolePrivilege,0,default_data:926,pmntscheedit,general_admin
RolePrivilege,0,default_data:927,pmntscheedit,superuser
RolePrivilege,0,default_data:928,pmntscheedit,underwriter
RolePrivilege,0,default_data:929,pmntscheplcyedit,billing_manager
RolePrivilege,0,default_data:930,pmntscheplcyedit,general_admin
RolePrivilege,0,default_data:931,pmntscheplcyedit,superuser
RolePrivilege,0,default_data:932,pmntscheplcyedit,underwriter
RolePrivilege,0,default_data:933,pmntsearch,billing_clerical
RolePrivilege,0,default_data:934,pmntsearch,billing_manager
RolePrivilege,0,default_data:935,pmntsearch,commissions_admin
RolePrivilege,0,default_data:936,pmntsearch,finance_clerical
RolePrivilege,0,default_data:937,pmntsearch,finance_manager
RolePrivilege,0,default_data:938,pmntsearch,general_admin
RolePrivilege,0,default_data:939,pmntsearch,superuser
RolePrivilege,0,default_data:940,pmntsearch,underwriter
RolePrivilege,0,default_data:941,prodabcyclesview,billing_clerical
RolePrivilege,0,default_data:942,prodabcyclesview,billing_manager
RolePrivilege,0,default_data:943,prodabcyclesview,commissions_admin
RolePrivilege,0,default_data:944,prodabcyclesview,finance_clerical
RolePrivilege,0,default_data:945,prodabcyclesview,finance_manager
RolePrivilege,0,default_data:946,prodabcyclesview,general_admin
RolePrivilege,0,default_data:947,prodabcyclesview,plan_admin
RolePrivilege,0,default_data:948,prodabcyclesview,rule_admin
RolePrivilege,0,default_data:949,prodabcyclesview,superuser
RolePrivilege,0,default_data:950,prodabcyclesview,underwriter
RolePrivilege,0,default_data:951,prodabcyclesview,user_admin
RolePrivilege,0,default_data:952,prodabexceptionsview,billing_clerical
RolePrivilege,0,default_data:953,prodabexceptionsview,billing_manager
RolePrivilege,0,default_data:954,prodabexceptionsview,commissions_admin
RolePrivilege,0,default_data:955,prodabexceptionsview,finance_clerical
RolePrivilege,0,default_data:956,prodabexceptionsview,finance_manager
RolePrivilege,0,default_data:957,prodabexceptionsview,general_admin
RolePrivilege,0,default_data:958,prodabexceptionsview,plan_admin
RolePrivilege,0,default_data:959,prodabexceptionsview,rule_admin
RolePrivilege,0,default_data:960,prodabexceptionsview,superuser
RolePrivilege,0,default_data:961,prodabexceptionsview,underwriter
RolePrivilege,0,default_data:962,prodabexceptionsview,user_admin
RolePrivilege,0,default_data:963,prodabopenitemsview,billing_clerical
RolePrivilege,0,default_data:964,prodabopenitemsview,billing_manager
RolePrivilege,0,default_data:965,prodabopenitemsview,commissions_admin
RolePrivilege,0,default_data:966,prodabopenitemsview,finance_clerical
RolePrivilege,0,default_data:967,prodabopenitemsview,finance_manager
RolePrivilege,0,default_data:968,prodabopenitemsview,general_admin
RolePrivilege,0,default_data:969,prodabopenitemsview,plan_admin
RolePrivilege,0,default_data:970,prodabopenitemsview,rule_admin
RolePrivilege,0,default_data:971,prodabopenitemsview,superuser
RolePrivilege,0,default_data:972,prodabopenitemsview,underwriter
RolePrivilege,0,default_data:973,prodabopenitemsview,user_admin
RolePrivilege,0,default_data:974,prodcntcreate,billing_clerical
RolePrivilege,0,default_data:975,prodcntcreate,billing_manager
RolePrivilege,0,default_data:976,prodcntcreate,finance_manager
RolePrivilege,0,default_data:977,prodcntcreate,general_admin
RolePrivilege,0,default_data:978,prodcntcreate,superuser
RolePrivilege,0,default_data:979,prodcntcreate,underwriter
RolePrivilege,0,default_data:980,prodcntdelete,billing_manager
RolePrivilege,0,default_data:981,prodcntdelete,general_admin
RolePrivilege,0,default_data:982,prodcntdelete,superuser
RolePrivilege,0,default_data:983,prodcntedit,billing_clerical
RolePrivilege,0,default_data:984,prodcntedit,billing_manager
RolePrivilege,0,default_data:985,prodcntedit,finance_manager
RolePrivilege,0,default_data:986,prodcntedit,general_admin
RolePrivilege,0,default_data:987,prodcntedit,superuser
RolePrivilege,0,default_data:988,prodcontview,billing_clerical
RolePrivilege,0,default_data:989,prodcontview,billing_manager
